ImageID,Source,LabelName,Confidence,XMin,XMax,YMin,YMax,IsOccluded,IsTruncated,IsGroupOf,IsDepiction,IsInside,XClick1X,XClick2X,XClick3X,XClick4X,XClick1Y,XClick2Y,XClick3Y,XClick4Y
0010383f11a3d639,xclick,/m/050k8,1,0.047037,0.438382,0.77625,0.883125,1,0,0,0,0,0.106303,0.047037,0.190028,0.438382,0.77625,0.8375,0.883125,0.8525
00115506f32aa051,xclick,/m/050k8,1,0.12758,0.61257,0.604375,0.795,1,0,0,0,0,0.584428,0.155722,0.12758,0.61257,0.604375,0.795,0.665625,0.70125
001443707749da02,xclick,/m/050k8,1,0.170625,0.8025,0.107778,0.984444,0,0,0,0,0,0.335,0.8025,0.63375,0.170625,0.984444,0.512222,0.107778,0.336667
001ea39577de276e,xclick,/m/050k8,1,0.16375,0.430625,0.151458,0.924741,0,0,0,0,0,0.386875,0.23875,0.16375,0.430625,0.151458,0.924741,0.224835,0.210724
001f581f2f2db648,xclick,/m/050k8,1,0.440635,0.641304,0.22375,0.48375,0,0,0,0,0,0.550167,0.440635,0.568562,0.641304,0.22375,0.285,0.48375,0.25125
001f581f2f2db648,xclick,/m/050k8,1,0.592809,0.707358,0.515,0.663125,0,0,0,1,0,0.665552,0.707358,0.661371,0.592809,0.515,0.53875,0.663125,0.63625
001f581f2f2db648,xclick,/m/050k8,1,0.732441,0.814381,0.531875,0.644375,0,0,0,1,0,0.748328,0.814381,0.795987,0.732441,0.531875,0.62375,0.644375,0.629375
00205b05bcd4257a,xclick,/m/050k8,1,0.146875,0.85,0.029687,0.998438,1,0,0,0,0,0.520312,0.146875,0.85,0.4625,0.029687,0.1875,0.820312,0.998438
00209998b801428e,xclick,/m/050k8,1,0.653906,0.8875,0.755463,0.806452,1,0,0,0,0,0.653906,0.8875,0.770312,0.753125,0.755463,0.801249,0.806452,0.762747
00265dc299fe941e,xclick,/m/050k8,1,0.078189,0.170096,0.27439,0.550813,0,0,0,1,0,0.128944,0.116598,0.170096,0.078189,0.550813,0.27439,0.369919,0.5
00268794e47eba14,xclick,/m/050k8,1,0.02625,0.981875,0.094041,0.89013,1,0,0,0,0,0.485625,0.981875,0.63,0.02625,0.094041,0.475791,0.89013,0.512104
002b6c5e434980df,xclick,/m/050k8,1,0.0,0.999375,0.0,0.998817,0,1,0,0,0,0.305625,0.999375,0.523125,0.0,0.0,0.533728,0.998817,0.514793
002f269e98e55152,xclick,/m/050k8,1,0.784375,0.935625,0.191083,0.687898,0,0,0,1,0,0.84625,0.935625,0.83625,0.784375,0.687898,0.605096,0.191083,0.21838
0033d09deafc7bcd,xclick,/m/050k8,1,0.033125,0.878125,0.104167,0.975833,0,0,0,0,0,0.651875,0.878125,0.2475,0.033125,0.104167,0.396667,0.975833,0.540833
003b80fc0494a9f4,xclick,/m/050k8,1,0.06875,0.507812,0.12,0.92,0,0,0,0,0,0.292187,0.06875,0.246875,0.507812,0.12,0.211765,0.92,0.743529
003b80fc0494a9f4,xclick,/m/050k8,1,0.354688,0.7625,0.061176,0.776471,0,0,0,0,0,0.542188,0.7625,0.5625,0.354688,0.061176,0.635294,0.776471,0.127059
003e60ca48d19315,xclick,/m/050k8,1,0.0,0.853125,0.0,0.999062,1,1,0,0,0,0.438125,0.853125,0.49,0.0,0.0,0.222326,0.999062,0.82364
0042be9528ce34ea,xclick,/m/050k8,1,0.185741,0.755159,0.1475,0.87625,0,0,0,0,0,0.428705,0.456848,0.755159,0.185741,0.1475,0.87625,0.193125,0.8375
0043dbedaa3b4d82,xclick,/m/050k8,1,0.023125,0.27625,0.599334,0.99889,1,1,0,0,0,0.15125,0.16375,0.27625,0.023125,0.599334,0.99889,0.99556,0.770255
00466355fee86d79,xclick,/m/050k8,1,0.245,0.75875,0.396811,0.699812,0,0,0,0,0,0.58625,0.75875,0.41,0.245,0.699812,0.547842,0.396811,0.537523
004e556570882f12,xclick,/m/050k8,1,0.804688,0.976562,0.410937,0.729688,1,0,0,0,0,0.910937,0.976562,0.834375,0.804688,0.410937,0.48125,0.729688,0.7
00507b5d6fdd6468,xclick,/m/050k8,1,0.186875,0.865625,0.055451,0.87312,0,0,0,0,0,0.524375,0.186875,0.608125,0.865625,0.87312,0.574248,0.055451,0.190789
0054c91397f2fe05,xclick,/m/050k8,1,0.21125,0.784375,0.274802,0.599649,0,0,0,0,0,0.21125,0.784375,0.386875,0.7575,0.310799,0.366989,0.274802,0.599649
0056b6f30e44474e,xclick,/m/050k8,1,0.153125,0.242188,0.316667,0.623611,0,0,0,1,0,0.200781,0.198437,0.242188,0.153125,0.316667,0.623611,0.591667,0.594444
0056b6f30e44474e,xclick,/m/050k8,1,0.601562,0.720312,0.330556,0.718056,0,0,0,1,0,0.609375,0.70625,0.601562,0.720312,0.344444,0.330556,0.708333,0.718056
005cb9e795fa91de,xclick,/m/050k8,1,0.20625,0.682813,0.353125,0.848437,1,1,0,0,0,0.359375,0.20625,0.44375,0.682813,0.848437,0.417187,0.353125,0.832812
005d6523f6f0aa2f,xclick,/m/050k8,1,0.360625,0.639375,0.055,0.92,0,0,0,0,0,0.4975,0.519375,0.639375,0.360625,0.92,0.055,0.391667,0.675833
005e0e8e16d795b4,xclick,/m/050k8,1,0.07375,0.941875,0.0,0.999066,1,1,0,0,0,0.6725,0.07375,0.37625,0.941875,0.999066,0.996265,0.0,0.0
00613c113f75a36b,xclick,/m/050k8,1,0.33375,0.866875,0.1475,0.999167,1,1,0,0,0,0.555625,0.866875,0.6925,0.33375,0.1475,0.308333,0.999167,0.948333
0064c1d786be5321,xclick,/m/050k8,1,0.0,0.7575,0.036667,0.999167,0,1,0,0,0,0.53625,0.0,0.005,0.7575,0.036667,0.573333,0.999167,0.773333
006512eb4a092212,xclick,/m/050k8,1,0.2625,0.488125,0.202991,0.529915,1,0,0,0,0,0.341875,0.4175,0.2625,0.488125,0.202991,0.529915,0.455128,0.271368
006512eb4a092212,xclick,/m/050k8,1,0.54625,0.70875,0.386752,0.725427,1,0,0,0,0,0.563125,0.54625,0.70375,0.70875,0.386752,0.67094,0.725427,0.417735
006881240855f4a9,xclick,/m/050k8,1,0.188125,0.35,0.613491,0.976299,1,0,0,0,0,0.283125,0.2625,0.35,0.188125,0.613491,0.976299,0.903373,0.652689
006881240855f4a9,xclick,/m/050k8,1,0.318125,0.471875,0.376481,0.652689,1,0,0,0,0,0.390625,0.3975,0.471875,0.318125,0.376481,0.652689,0.608022,0.421149
006881240855f4a9,xclick,/m/050k8,1,0.35125,0.488125,0.660893,0.983592,1,0,0,0,0,0.4,0.440625,0.35125,0.488125,0.660893,0.983592,0.938924,0.690064
006881240855f4a9,xclick,/m/050k8,1,0.494375,0.644375,0.389243,0.671832,1,0,0,0,0,0.57125,0.57125,0.494375,0.644375,0.389243,0.671832,0.625342,0.426618
006881240855f4a9,xclick,/m/050k8,1,0.540625,0.56125,0.670009,0.967183,1,0,0,0,0,0.55375,0.55375,0.540625,0.56125,0.670009,0.967183,0.929809,0.931632
006881240855f4a9,xclick,/m/050k8,1,0.59375,0.75,0.674567,0.999088,1,0,0,0,0,0.665,0.683125,0.75,0.59375,0.674567,0.999088,0.738377,0.93619
006aad90e11a5d73,xclick,/m/050k8,1,0.37125,0.650625,0.232645,0.93621,1,0,0,0,0,0.63625,0.401875,0.37125,0.650625,0.93621,0.232645,0.848968,0.28424
006af52d76f913db,xclick,/m/050k8,1,0.077586,0.948276,0.0425,0.965,0,0,0,0,0,0.5,0.077586,0.198276,0.948276,0.0425,0.35,0.965,0.25
006ebe1df7908c84,xclick,/m/050k8,1,0.029412,0.401961,0.53268,0.761438,1,1,0,0,0,0.367647,0.029412,0.044118,0.401961,0.761438,0.689542,0.539216,0.53268
006ebe1df7908c84,xclick,/m/050k8,1,0.480392,0.707516,0.035948,0.199346,1,1,0,0,0,0.635621,0.503268,0.707516,0.480392,0.035948,0.199346,0.102941,0.058824
006ebe1df7908c84,xclick,/m/050k8,1,0.624183,0.95915,0.248366,0.679739,1,1,0,0,0,0.794118,0.821895,0.95915,0.624183,0.248366,0.679739,0.545752,0.336601
006f1dfd6ca7fb1f,xclick,/m/050k8,1,0.28875,0.813125,0.0,0.999056,0,1,0,0,0,0.813125,0.32375,0.28875,0.795,0.996223,0.999056,0.0,0.0
00703d37145300bc,xclick,/m/050k8,1,0.350625,0.615625,0.216667,0.974167,0,1,0,0,0,0.4425,0.56,0.350625,0.615625,0.974167,0.216667,0.275833,0.905
00710a1936574ff7,xclick,/m/050k8,1,0.019531,0.115625,0.539365,0.650999,0,0,0,0,0,0.058594,0.115625,0.064062,0.019531,0.650999,0.608696,0.539365,0.580494
00710a1936574ff7,xclick,/m/050k8,1,0.284375,0.373437,0.490012,0.524089,1,0,0,0,0,0.298438,0.321875,0.373437,0.284375,0.490012,0.524089,0.499412,0.512338
007191c09b7f8548,xclick,/m/050k8,1,0.2525,0.443125,0.038033,0.609462,1,0,0,1,0,0.400625,0.309375,0.2525,0.443125,0.038033,0.609462,0.046382,0.556586
007191c09b7f8548,xclick,/m/050k8,1,0.5775,0.785,0.022263,0.613173,1,0,0,1,0,0.73,0.645625,0.5775,0.785,0.022263,0.613173,0.537106,0.07885
0071dcd09fb19cfb,xclick,/m/050k8,1,0.37207,0.714844,0.064516,0.998534,1,1,0,0,0,0.522461,0.37207,0.527344,0.714844,0.998534,0.958944,0.064516,0.073314
00758c10b2da2954,xclick,/m/050k8,1,0.008125,0.178125,0.178677,0.600197,1,0,0,0,0,0.008125,0.1275,0.178125,0.053125,0.190523,0.178677,0.552813,0.600197
00758c10b2da2954,xclick,/m/050k8,1,0.36875,0.47625,0.547878,0.869694,1,0,0,0,0,0.450625,0.401875,0.47625,0.36875,0.547878,0.869694,0.796644,0.594274
00758c10b2da2954,xclick,/m/050k8,1,0.544375,0.658125,0.580454,0.887463,1,0,0,0,0,0.544375,0.658125,0.604375,0.635,0.88154,0.594274,0.580454,0.887463
00758c10b2da2954,xclick,/m/050k8,1,0.82875,0.97875,0.258638,0.675222,1,0,0,0,0,0.9375,0.87875,0.97875,0.82875,0.258638,0.675222,0.642646,0.320829
00761da5133a6839,xclick,/m/050k8,1,0.835,0.92625,0.535411,0.776204,0,0,0,0,0,0.8775,0.88625,0.92625,0.835,0.535411,0.776204,0.750708,0.546742
00767fb6565581c6,xclick,/m/050k8,1,0.226667,0.46,0.3425,0.5075,1,0,0,0,0,0.368333,0.46,0.308333,0.226667,0.3425,0.38875,0.5075,0.4375
00767fb6565581c6,xclick,/m/050k8,1,0.513333,0.65,0.4175,0.595,0,1,0,1,0,0.603333,0.513333,0.65,0.521667,0.4175,0.595,0.59,0.46125
0079626afbcf18b9,xclick,/m/050k8,1,0.008125,0.998125,0.006567,0.999062,0,1,0,0,0,0.36875,0.008125,0.998125,0.648125,0.006567,0.216698,0.730769,0.999062
007b26babc057f54,xclick,/m/050k8,1,0.675625,0.8575,0.899167,0.999167,0,1,0,0,0,0.675625,0.8575,0.74625,0.756875,0.971667,0.9975,0.899167,0.999167
007b26babc057f54,xclick,/m/050k8,1,0.8225,0.999375,0.8025,0.999167,0,1,0,0,0,0.8225,0.885,0.999375,0.95,0.871667,0.8025,0.948333,0.999167
007b3d748a2d2396,xclick,/m/050k8,1,0.098438,0.771875,0.160417,0.76875,1,0,0,0,0,0.771875,0.098438,0.304688,0.609375,0.4625,0.416667,0.76875,0.160417
0080f819eacba1fe,xclick,/m/050k8,1,0.270169,0.713884,0.32375,0.7575,1,0,0,0,0,0.538462,0.270169,0.449343,0.713884,0.32375,0.396875,0.7575,0.669375
00820c80468d1854,xclick,/m/050k8,1,0.0,0.996875,0.0,0.997917,0,1,0,0,0,0.5125,0.996875,0.365625,0.0,0.0,0.56875,0.997917,0.602083
008230603abe6ff1,xclick,/m/050k8,1,0.082,0.61,0.53,0.947,0,0,0,0,0,0.202667,0.082,0.452667,0.61,0.947,0.783,0.53,0.636
008230603abe6ff1,xclick,/m/050k8,1,0.185333,0.372667,0.344,0.608,1,0,0,0,0,0.348,0.372667,0.185333,0.22,0.344,0.36,0.579,0.608
0082580be212f473,xclick,/m/050k8,1,0.67,0.999167,0.46875,0.999375,0,1,0,0,0,0.899167,0.999167,0.783333,0.67,0.999375,0.528125,0.46875,0.674375
00853aa7e26dc77f,xclick,/m/050k8,1,0.0,0.47,0.0,0.999167,0,1,0,0,0,0.2375,0.47,0.191875,0.0,0.0,0.0,0.999167,0.755833
008780d91774e5f1,xclick,/m/050k8,1,0.481875,0.765625,0.086385,0.914554,0,0,0,0,0,0.644375,0.481875,0.608125,0.765625,0.086385,0.852582,0.914554,0.116432
0090099095a570d0,xclick,/m/050k8,1,0.309278,0.899485,0.429612,0.963592,0,0,0,0,0,0.42268,0.309278,0.690722,0.899485,0.963592,0.484223,0.429612,0.896845
0092019b8d12aec9,xclick,/m/050k8,1,0.13875,0.985,0.04,0.999167,0,1,0,0,0,0.245,0.13875,0.76625,0.985,0.04,0.185,0.999167,0.999167
00925884488870b6,activemil,/m/050k8,1,0.074375,0.829375,0.109244,0.94211,0,1,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
009593e7c68c2ffc,xclick,/m/050k8,1,0.054375,0.8625,0.35,0.810833,1,0,0,0,0,0.83,0.8625,0.129375,0.054375,0.35,0.743333,0.810833,0.540833
00a80adc49db1659,xclick,/m/050k8,1,0.120833,0.46,0.248125,0.700625,0,0,0,0,0,0.3125,0.191667,0.46,0.120833,0.248125,0.700625,0.666875,0.265
00a80adc49db1659,xclick,/m/050k8,1,0.483333,0.784167,0.253125,0.74,0,0,0,0,0,0.64,0.558333,0.784167,0.483333,0.253125,0.74,0.6975,0.285625
00ab54fd19bfc646,xclick,/m/050k8,1,0.07375,0.95,0.0,0.999167,0,1,0,0,0,0.516875,0.95,0.31125,0.07375,0.0,0.970833,0.999167,0.996667
00af8ab063fb1cf0,xclick,/m/050k8,1,0.04125,0.92875,0.0675,0.908333,0,0,0,0,0,0.92875,0.778125,0.04125,0.14625,0.603333,0.908333,0.3725,0.0675
00b4c6fb8ebb3f42,xclick,/m/050k8,1,0.2525,0.864375,0.090994,0.891182,0,0,0,0,0,0.4675,0.2525,0.644375,0.864375,0.090994,0.30394,0.891182,0.622889
00ba4f8b91d01af2,xclick,/m/050k8,1,0.351875,0.545,0.098499,0.605066,1,0,0,0,0,0.45875,0.441875,0.545,0.351875,0.098499,0.605066,0.454972,0.309568
00c1c81c16f2fc9a,xclick,/m/050k8,1,0.011111,0.685556,0.129927,0.817518,0,0,0,0,0,0.262222,0.685556,0.422222,0.011111,0.129927,0.59854,0.817518,0.351825
00c68c590d7e3ec0,activemil,/m/050k8,1,0.014375,0.135625,0.8125,0.986667,1,1,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00cc9bed90c4ec30,xclick,/m/050k8,1,0.125,0.224375,0.495868,0.711433,1,0,0,0,0,0.186875,0.1575,0.224375,0.125,0.495868,0.711433,0.69146,0.497934
00cc9bed90c4ec30,xclick,/m/050k8,1,0.27375,0.33125,0.681129,0.774793,1,0,0,0,0,0.301875,0.2975,0.33125,0.27375,0.681129,0.774793,0.752755,0.69146
00cd1061b911c2aa,xclick,/m/050k8,1,0.305785,0.614669,0.334877,0.655864,1,0,0,0,0,0.477273,0.305785,0.420455,0.614669,0.655864,0.455247,0.334877,0.524691
00cdc43ad4fcf494,xclick,/m/050k8,1,0.74875,0.903125,0.440901,0.878049,1,0,0,0,0,0.84375,0.870625,0.903125,0.74875,0.440901,0.878049,0.863977,0.481238
00d168fbb8a96a7d,xclick,/m/050k8,1,0.001875,0.123125,0.0,0.434457,0,1,0,0,0,0.08125,0.123125,0.0375,0.001875,0.0,0.0103,0.434457,0.319288
00d168fbb8a96a7d,xclick,/m/050k8,1,0.425,0.5875,0.0,0.384831,0,1,0,0,0,0.523125,0.425,0.4975,0.5875,0.384831,0.337079,0.0,0.020599
00d168fbb8a96a7d,xclick,/m/050k8,1,0.86,0.999375,0.0,0.367978,0,1,0,0,0,0.933125,0.999375,0.95625,0.86,0.0,0.179775,0.367978,0.0
00d2c29446861097,xclick,/m/050k8,1,0.4,0.889375,0.264239,0.61718,1,0,0,0,0,0.461875,0.889375,0.681875,0.4,0.264239,0.442577,0.61718,0.316527
00d65ab6a1c0d68e,xclick,/m/050k8,1,0.274167,0.401667,0.199375,0.236875,1,0,0,0,0,0.303333,0.379167,0.274167,0.401667,0.204375,0.228125,0.236875,0.199375
00d65ab6a1c0d68e,xclick,/m/050k8,1,0.295,0.44,0.175625,0.204375,1,0,0,0,0,0.3125,0.4225,0.44,0.295,0.180625,0.194375,0.175625,0.204375
00d65ab6a1c0d68e,xclick,/m/050k8,1,0.333333,0.451667,0.325,0.359375,1,0,0,0,0,0.44,0.346667,0.451667,0.333333,0.325,0.359375,0.341875,0.34375
00d65ab6a1c0d68e,xclick,/m/050k8,1,0.3425,0.460833,0.110625,0.14125,1,0,0,0,0,0.456667,0.3425,0.460833,0.351667,0.110625,0.14125,0.125625,0.124375
00d65ab6a1c0d68e,xclick,/m/050k8,1,0.344167,0.485833,0.39875,0.43625,1,0,0,0,0,0.353333,0.474167,0.344167,0.485833,0.40375,0.43125,0.43625,0.39875
00d65ab6a1c0d68e,xclick,/m/050k8,1,0.345,0.454167,0.125625,0.158125,1,0,0,0,0,0.451667,0.345,0.454167,0.351667,0.125625,0.158125,0.148125,0.139375
00d65ab6a1c0d68e,xclick,/m/050k8,1,0.349167,0.488333,0.085,0.115625,1,0,0,0,0,0.488333,0.349167,0.476667,0.374167,0.085,0.115625,0.105625,0.095
00d65ab6a1c0d68e,xclick,/m/050k8,1,0.363333,0.5425,0.245625,0.28125,1,0,0,0,0,0.385833,0.529167,0.363333,0.5425,0.245625,0.28125,0.279375,0.246875
00d65ab6a1c0d68e,xclick,/m/050k8,1,0.37,0.5425,0.20625,0.24375,1,0,0,0,0,0.5425,0.37,0.531667,0.3925,0.20625,0.24375,0.23875,0.213125
00d65ab6a1c0d68e,xclick,/m/050k8,1,0.380833,0.501667,0.350625,0.385,1,0,0,0,0,0.451667,0.44,0.501667,0.380833,0.350625,0.385,0.36625,0.37625
00d65ab6a1c0d68e,xclick,/m/050k8,1,0.404167,0.565833,0.171875,0.189375,1,0,0,0,0,0.435833,0.55,0.565833,0.404167,0.17375,0.1875,0.171875,0.189375
00d65ab6a1c0d68e,xclick,/m/050k8,1,0.488333,0.729167,0.73125,0.8425,1,0,0,0,0,0.681667,0.513333,0.729167,0.488333,0.73125,0.8425,0.795,0.78125
00d65ab6a1c0d68e,xclick,/m/050k8,1,0.495,0.565833,0.129375,0.15,1,0,0,0,0,0.5175,0.535833,0.565833,0.495,0.129375,0.15,0.138125,0.139375
00d65ab6a1c0d68e,xclick,/m/050k8,1,0.5,0.590833,0.086875,0.106875,1,0,0,0,0,0.554167,0.5,0.590833,0.52,0.086875,0.10375,0.086875,0.106875
00d65ab6a1c0d68e,xclick,/m/050k8,1,0.530833,0.713333,0.4825,0.54375,1,0,0,0,0,0.565,0.704167,0.530833,0.713333,0.4825,0.54375,0.52125,0.50125
00d65ab6a1c0d68e,xclick,/m/050k8,1,0.5425,0.604167,0.06625,0.085,1,0,0,0,0,0.585833,0.579167,0.5425,0.604167,0.06625,0.085,0.08125,0.07125
00d65ab6a1c0d68e,xclick,/m/050k8,1,0.551667,0.610833,0.040625,0.054375,0,0,0,0,0,0.588333,0.584167,0.551667,0.610833,0.040625,0.054375,0.04875,0.04375
00d65ab6a1c0d68e,xclick,/m/050k8,1,0.588333,0.7225,0.345625,0.379375,1,0,0,0,0,0.6725,0.65,0.7225,0.588333,0.345625,0.379375,0.3675,0.37125
00d65ab6a1c0d68e,xclick,/m/050k8,1,0.595,0.7025,0.24375,0.269375,1,0,0,0,0,0.618333,0.679167,0.7025,0.595,0.24375,0.269375,0.2525,0.2625
00d65ab6a1c0d68e,xclick,/m/050k8,1,0.595,0.7225,0.2875,0.31625,0,0,0,0,0,0.684167,0.675,0.595,0.7225,0.2875,0.31625,0.3025,0.295625
00d65ab6a1c0d68e,xclick,/m/050k8,1,0.5975,0.7,0.20625,0.226875,0,0,0,0,0,0.62,0.675,0.7,0.5975,0.20625,0.226875,0.213125,0.223125
00d65ab6a1c0d68e,xclick,/m/050k8,1,0.606667,0.681667,0.101875,0.120625,1,0,0,0,0,0.659167,0.615833,0.681667,0.606667,0.101875,0.120625,0.10375,0.11375
00d65ab6a1c0d68e,xclick,/m/050k8,1,0.606667,0.686667,0.10875,0.1275,1,0,0,0,0,0.684167,0.615833,0.606667,0.686667,0.10875,0.1275,0.124375,0.110625
00d65ab6a1c0d68e,xclick,/m/050k8,1,0.62,0.718333,0.17375,0.190625,0,0,0,0,0,0.693333,0.688333,0.718333,0.62,0.17375,0.190625,0.176875,0.189375
00d65ab6a1c0d68e,xclick,/m/050k8,1,0.625,0.6975,0.083125,0.096875,0,0,0,0,0,0.675,0.6975,0.625,0.688333,0.083125,0.088125,0.093125,0.096875
00d65ab6a1c0d68e,xclick,/m/050k8,1,0.631667,0.715833,0.156875,0.17,0,0,0,0,0,0.681667,0.715833,0.631667,0.705,0.156875,0.158125,0.166875,0.17
00d65ab6a1c0d68e,xclick,/m/050k8,1,0.634167,0.715833,0.129375,0.15125,0,0,0,0,0,0.711667,0.643333,0.634167,0.715833,0.129375,0.15125,0.139375,0.138125
00d65ab6a1c0d68e,xclick,/m/050k8,1,0.635833,0.7225,0.386875,0.45125,0,0,0,0,0,0.695,0.685833,0.635833,0.7225,0.386875,0.45125,0.438125,0.40375
00d65ab6a1c0d68e,xclick,/m/050k8,1,0.636667,0.713333,0.11875,0.139375,1,0,0,0,0,0.688333,0.638333,0.636667,0.713333,0.11875,0.139375,0.1325,0.120625
00d65ab6a1c0d68e,xclick,/m/050k8,1,0.6475,0.713333,0.036875,0.055625,1,0,0,0,0,0.7,0.656667,0.6475,0.713333,0.036875,0.055625,0.050625,0.040625
00d65ab6a1c0d68e,xclick,/m/050k8,1,0.6525,0.718333,0.059375,0.07625,1,0,0,0,0,0.6975,0.675,0.6525,0.718333,0.059375,0.07625,0.073125,0.0625
00d65ab6a1c0d68e,xclick,/m/050k8,1,0.731667,0.818333,0.10875,0.129375,0,0,0,0,0,0.8,0.739167,0.818333,0.731667,0.10875,0.129375,0.1175,0.11875
00d65ab6a1c0d68e,xclick,/m/050k8,1,0.734167,0.839167,0.069375,0.091875,1,0,0,0,0,0.825,0.743333,0.734167,0.839167,0.069375,0.091875,0.088125,0.07625
00d65ab6a1c0d68e,xclick,/m/050k8,1,0.745833,0.811667,0.02,0.031875,0,0,0,0,0,0.775,0.755,0.745833,0.811667,0.02,0.031875,0.03,0.023125
00d65ab6a1c0d68e,xclick,/m/050k8,1,0.759167,0.83,0.040625,0.055625,1,0,0,0,0,0.789167,0.773333,0.759167,0.83,0.040625,0.055625,0.050625,0.04375
00d65ab6a1c0d68e,xclick,/m/050k8,1,0.770833,0.891667,0.215,0.24375,0,0,0,0,0,0.88,0.78,0.891667,0.770833,0.215,0.24375,0.22125,0.23375
00d65ab6a1c0d68e,xclick,/m/050k8,1,0.773333,0.88,0.16,0.176875,1,0,0,0,0,0.8075,0.88,0.773333,0.861667,0.16,0.166875,0.176875,0.176875
00d65ab6a1c0d68e,xclick,/m/050k8,1,0.786667,0.83,0.04375,0.0625,1,0,0,0,0,0.820833,0.8,0.786667,0.83,0.04375,0.0625,0.0525,0.0575
00d65ab6a1c0d68e,xclick,/m/050k8,1,0.789167,0.891667,0.17875,0.204375,0,0,0,0,0,0.848333,0.875833,0.891667,0.789167,0.17875,0.204375,0.190625,0.195625
00d65ab6a1c0d68e,xclick,/m/050k8,1,0.790833,0.941667,0.265,0.2975,0,0,0,0,0,0.873333,0.9275,0.941667,0.790833,0.265,0.2975,0.28875,0.27375
00d65ab6a1c0d68e,xclick,/m/050k8,1,0.793333,0.961667,0.31625,0.350625,1,0,0,0,0,0.886667,0.920833,0.961667,0.793333,0.31625,0.350625,0.33375,0.331875
00d65ab6a1c0d68e,xclick,/m/050k8,1,0.809167,0.98,0.355625,0.396875,0,0,0,0,0,0.895833,0.831667,0.809167,0.98,0.355625,0.396875,0.37125,0.373125
00d65ab6a1c0d68e,xclick,/m/050k8,1,0.840833,0.995833,0.39,0.43125,1,0,0,0,0,0.95,0.945833,0.840833,0.995833,0.39,0.43125,0.415625,0.41375
00d65ab6a1c0d68e,xclick,/m/050k8,1,0.878333,0.999167,0.7625,0.863125,0,1,0,0,0,0.8925,0.999167,0.999167,0.878333,0.863125,0.858125,0.7625,0.76625
00d65ab6a1c0d68e,xclick,/m/050k8,1,0.879167,0.999167,0.499375,0.55375,0,1,0,0,0,0.886667,0.998333,0.879167,0.999167,0.499375,0.55375,0.54875,0.504375
00d7e221b663f166,xclick,/m/050k8,1,0.098462,0.273846,0.13099,0.904153,0,0,0,0,0,0.187692,0.098462,0.189231,0.273846,0.13099,0.268371,0.904153,0.84984
00d7e221b663f166,xclick,/m/050k8,1,0.233846,0.387692,0.102236,0.792332,1,0,0,0,0,0.321538,0.315385,0.387692,0.233846,0.102236,0.792332,0.750799,0.127796
00d7e221b663f166,xclick,/m/050k8,1,0.353846,0.492308,0.070288,0.699681,1,0,0,0,0,0.429231,0.427692,0.492308,0.353846,0.070288,0.699681,0.613419,0.111821
